human_symbol	mouse_symbol
SEC14L3	Sec14l3
SEC14L3	Sec14l2
SEC14L3	Sec14l4
SEC14L4	Sec14l4
SEC14L4	Sec14l2
SEC14L4	Sec14l3
SEC14L5	Sec14l5
SEC14L5	Sec14l1
SEC14L6	Sec14l4
SEC14L6	Sec14l2
SEC14L6	Sec14l3
SEC16A	Sec16a
SEC16B	Sec16b
SEC22A	Sec22a
SEC22B	Sec22b
SEC22C	Sec22c
SEC23A	Sec23a
SEC23A	Sec23b
SEC23B	Sec23b
SEC23B	Sec23a
SEC23IP	Sec23ip
SEC23IP	Ddhd2
SEC24A	Sec24a
SEC24A	Sec24b
SEC24B	Sec24b
SEC24B	Sec24a
SEC24C	Sec24c
SEC24C	Sec24d
SEC24D	Sec24d
SEC24D	Sec24c
SEC31A	Sec31a
SEC31B	Sec31b
SEC31B	Sec31a
SEC61A1	Sec61a1
SEC61A1	Sec61a2
SEC61A2	Sec61a2
SEC61A2	Sec61a1
SEC61B	Sec61b
SEC61B	Gm10320
SEC61G	Sec61g
SEC61G	Gm11575
SEC61G	Gm12881
SEC61G	Gm10177
SEC61G	Gm4184
SEC61G	-
SEC61G	-
SEC62	Sec62
SEC63	Sec63
SECISBP2	Secisbp2
SECISBP2L	Secisbp2l
SECTM1	Sectm1a
SECTM1	Sectm1b
SEH1L	Seh1l
SEL1L	Sel1l
SEL1L	Sel1l2
SEL1L2	Sel1l2
SEL1L2	Sel1l
SEL1L3	Sel1l3
SELE	Sele
SELENBP1	Selenbp2
SELENBP1	Selenbp1
SELENOF	Selenof
SELENOH	Selenoh
SELENOI	Selenoi
SELENOK	Selenok
SELENOM	Selenom
SELENON	Selenon
SELENOO	Selenoo
SELENOP	Selenop
SELENOS	Selenos
SELENOT	Selenot
SELENOV	Selenov
SELENOW	Selenow
SELL	Sell
SELP	Selp
SELPLG	Selplg
SEM1	Sem1
SEMA3A	Sema3a
SEMA3A	Sema3c
SEMA3A	Sema3b
SEMA3A	Sema3f
SEMA3A	Sema3e
SEMA3A	Sema3d
SEMA3A	Sema3g
SEMA3B	Sema3b
SEMA3B	Sema3c
SEMA3B	Sema3a
SEMA3B	Sema3f
SEMA3B	Sema3e
SEMA3B	Sema3d
SEMA3B	Sema3g
SEMA3C	Sema3c
SEMA3C	Sema3a
SEMA3C	Sema3b
SEMA3C	Sema3f
SEMA3C	Sema3e
SEMA3C	Sema3d
SEMA3C	Sema3g
SEMA3D	Sema3d
SEMA3D	Sema3c
SEMA3D	Sema3a
SEMA3D	Sema3b
SEMA3D	Sema3f
SEMA3D	Sema3e
SEMA3D	Sema3g
SEMA3E	Sema3e
SEMA3E	Sema3c
SEMA3E	Sema3a
SEMA3E	Sema3b
SEMA3E	Sema3f
SEMA3E	Sema3d
SEMA3E	Sema3g
SEMA3F	Sema3f
SEMA3F	Sema3c
SEMA3F	Sema3a
SEMA3F	Sema3b
SEMA3F	Sema3e
SEMA3F	Sema3d
SEMA3F	Sema3g
SEMA3G	Sema3g
SEMA3G	Sema3c
SEMA3G	Sema3a
SEMA3G	Sema3b
SEMA3G	Sema3f
SEMA3G	Sema3e
SEMA3G	Sema3d
SEMA4A	Sema4a
SEMA4B	Sema4b
SEMA4C	Sema4c
SEMA4D	Sema4d
SEMA4F	Sema4f
SEMA4G	Sema4g
SEMA5A	Sema5a
SEMA5A	Sema5b
SEMA5B	Sema5b
SEMA5B	Sema5a
SEMA6A	Sema6a
SEMA6A	Sema6b
SEMA6A	Sema6c
SEMA6A	Sema6d
SEMA6B	Sema6b
SEMA6B	Sema6a
SEMA6B	Sema6c
SEMA6B	Sema6d
SEMA6C	Sema6c
SEMA6C	Sema6d
SEMA6D	Sema6d
SEMA6D	Sema6b
SEMA6D	Sema6a
SEMA6D	Sema6c
SEMA7A	Sema7a
SEMG1	Svs2
SEMG1	Svs3a
SEMG1	Svs3b
SEMG2	Svs2
SEMG2	Svs3a
SEMG2	Svs3b
SENP1	Senp1
SENP2	Senp2
SENP2	Gm5415
SENP2	4930444G20Rik
SENP2	AF366264
SENP3	Senp3
SENP3-EIF4A1	Senp3
SENP5	Senp5
SENP6	Senp6
SENP7	Senp7
SENP8	Senp8
SEPHS1	Sephs1
SEPHS2	Sephs2
SEPSECS	Sepsecs
SEPTIN1	Gm4532
SEPTIN1	Septin1
SEPTIN10	Septin10
SEPTIN10	Septin14
SEPTIN11	Septin11
SEPTIN11	Septin6
SEPTIN11	Septin8
SEPTIN12	Septin12
SEPTIN14	Septin14
SEPTIN14	Septin10
SEPTIN2	Septin2
SEPTIN2	Septin2
SEPTIN3	Septin3
SEPTIN4	Septin4
SEPTIN5	Septin5
SEPTIN5	Gm49601
SEPTIN6	Septin6
SEPTIN6	Septin11
SEPTIN6	Septin8
SEPTIN7	Septin7
SEPTIN8	Septin8
SEPTIN8	Septin11
SEPTIN8	Septin6
SEPTIN9	Septin9
SERAC1	Serac1
SERBP1	Serbp1
SERF1A	Serf1
SERF1B	Serf1
SERF2	Serf2
SERGEF	Sergef
SERHL	Serhl
SERHL2	Serhl
SERINC1	Serinc1
SERINC1	Serinc3
SERINC2	Serinc2
SERINC3	Serinc3
SERINC3	Serinc1
SERINC4	Serinc4
SERINC5	Serinc5
SERP1	Serp1
SERP1	Serp2
SERP2	Serp2
SERPINA1	Serpina1e
SERPINA1	Serpina1d
SERPINA1	Serpina1b
SERPINA1	Serpina1a
SERPINA1	Serpina1c
SERPINA1	Serpina1f
SERPINA1	Serpina16
SERPINA10	Serpina10
SERPINA11	Serpina11
SERPINA12	Serpina12
SERPINA2	Serpina1d
SERPINA2	Serpina1f
SERPINA2	Serpina1e
SERPINA2	Serpina1c
SERPINA2	Serpina1b
SERPINA2	Serpina1a
SERPINA3	Serpina3c
SERPINA3	Serpina3b
SERPINA3	Serpina3m
SERPINA3	Serpina3n
SERPINA3	Serpina3a
SERPINA3	Serpina3k
SERPINA3	Serpina3f
SERPINA3	Serpina3i
SERPINA3	Serpina3j
SERPINA3	Serpina3g
SERPINA3	Serpina16
SERPINA5	Serpina5
SERPINA6	Serpina6
SERPINA7	Serpina7
SERPINA7	Serpina9
SERPINA9	Serpina9
SERPINA9	Serpina7
SERPINB1	Serpinb1a
SERPINB1	Serpinb1b
SERPINB1	Serpinb1c
SERPINB10	Serpinb10
SERPINB10	-
SERPINB11	Serpinb11
SERPINB12	Serpinb12
SERPINB13	Serpinb13
SERPINB2	Serpinb2
SERPINB3	Serpinb3c
SERPINB3	Serpinb3b
SERPINB3	Serpinb3d
SERPINB3	Serpinb3a
SERPINB4	Serpinb3a
SERPINB4	Serpinb3c
SERPINB4	Serpinb3b
SERPINB4	Serpinb3d
SERPINB5	Serpinb5
SERPINB6	Serpinb6a
SERPINB6	Serpinb6c
SERPINB6	Serpinb6b
SERPINB6	Serpinb6d
SERPINB6	Serpinb6e
SERPINB7	Serpinb7
SERPINB8	Serpinb8
SERPINB9	Serpinb9
SERPINB9	Serpinb9b
SERPINB9	Serpinb9g
SERPINB9	Serpinb9h
SERPINB9	Serpinb9d
SERPINB9	Serpinb9f
SERPINB9	Serpinb9e
SERPINB9	Serpinb9c
SERPINC1	Serpinc1
SERPIND1	Serpind1
SERPINE1	Serpine1
SERPINE2	Serpine2
SERPINE3	Serpine3
SERPINF1	Serpinf1
SERPINF2	Serpinf2
SERPING1	Serping1
SERPINH1	Serpinh1
SERPINI1	Serpini1
SERPINI2	Serpini2
SERTAD1	Sertad1
SERTAD2	Sertad2
SERTAD3	Sertad3
SERTAD4	Sertad4
SERTM1	Sertm1
SERTM2	A730046J19Rik
SESN1	Sesn1
SESN1	Sesn3
SESN2	Sesn2
SESN3	Sesn3
SESN3	Sesn1
SESTD1	Sestd1
SET	Set
SETBP1	Setbp1
SETD1A	Setd1a
SETD1A	Gm49388
SETD1B	Setd1b
SETD2	Setd2
SETD3	Setd3
SETD4	Setd4
SETD5	Setd5
SETD6	Setd6
SETD7	Setd7
SETD9	Setd9-ps
SETDB1	Setdb1
SETDB2	Setdb2
SETMAR	Setmar
SETSIP	Set
SETSIP	BC085271
SETSIP	Gm9531
SETX	Setx
SEZ6	Sez6
SEZ6	Sez6l
SEZ6	Sez6l2
SEZ6L	Sez6l
SEZ6L	Sez6
SEZ6L	Sez6l2
SEZ6L2	Sez6l2
SEZ6L2	Sez6
SEZ6L2	Sez6l
SF1	Sf1
SF3A1	Sf3a1
SF3A2	Sf3a2
SF3A3	Sf3a3
SF3B1	Sf3b1
SF3B2	Sf3b2
SF3B3	Sf3b3
SF3B4	Sf3b4
SF3B5	Sf3b5
SF3B6	Sf3b6
SFI1	Sfi1
SFMBT1	Sfmbt1
SFMBT1	Sfmbt2
SFMBT2	Sfmbt2
SFMBT2	Sfmbt1
SFN	Sfn
SFPQ	Sfpq
SFR1	Sfr1
SFRP1	Sfrp1
SFRP1	Sfrp5
SFRP2	Sfrp2
SFRP4	Sfrp4
SFRP5	Sfrp5
SFRP5	Sfrp1
SFSWAP	Sfswap
SFT2D1	Sft2d1
SFT2D1	Gm12166
SFT2D1	Sft2d2
SFT2D2	Sft2d2
SFT2D2	Sft2d1
SFT2D3	Sft2d3
SFTA2	Sfta2
SFTPA1	Sftpa1
SFTPA2	Sftpa1
SFTPB	Sftpb
SFTPC	Sftpc
SFTPD	Sftpd
SFXN1	Sfxn1
SFXN1	Sfxn3
SFXN2	Sfxn2
SFXN3	Sfxn3
SFXN3	Sfxn1
SFXN4	Sfxn4
SFXN5	Sfxn5
SGCA	Sgca
SGCB	Sgcb
SGCD	Sgcd
SGCD	Sgcg
SGCD	Sgcz
SGCE	Sgce
SGCG	Sgcg
SGCG	Sgcd
SGCG	Sgcz
SGCZ	Sgcz
SGCZ	Sgcg
SGCZ	Sgcd
SGF29	Sgf29
SGIP1	Sgip1
SGK1	Sgk1
SGK2	Sgk2
SGK3	Sgk3
SGMS1	Sgms1
SGMS1-AS1	2700046G09Rik
SGMS2	Sgms2
SGO1	Sgo1
SGO2	Sgo2a
SGO2	Sgo2b
SGPL1	Sgpl1
SGPP1	Sgpp1
SGPP1	Sgpp2
SGPP2	Sgpp2
SGPP2	Sgpp1
SGSH	Sgsh
SGSM1	Sgsm1
SGSM1	Sgsm2
SGSM2	Sgsm2
SGSM2	Sgsm1
SGSM3	Sgsm3
SGSM3	-
SGTA	Sgta
SGTB	Sgtb
SH2B1	Sh2b1
SH2B2	Sh2b2
SH2B3	Sh2b3
SH2D1A	Sh2d1a
SH2D1B	Sh2d1b2
SH2D1B	Sh2d1b1
SH2D2A	Sh2d2a
SH2D3A	Gm46575
SH2D3C	Sh2d3c
SH2D4A	Sh2d4a
SH2D4B	Sh2d4b
SH2D5	Sh2d5
SH2D6	Sh2d6
SH2D7	Sh2d7
SH3BGR	Sh3bgr
SH3BGR	Sh3bgrl2
SH3BGR	Sh3bgrl
SH3BGRL	Sh3bgrl
SH3BGRL	Sh3bgr
SH3BGRL	Sh3bgrl2
SH3BGRL2	Sh3bgrl2
SH3BGRL2	Sh3bgr
SH3BGRL2	Sh3bgrl
SH3BGRL3	Sh3bgrl3
SH3BP1	Sh3bp1
SH3BP1	Gm49510
SH3BP2	Sh3bp2
SH3BP4	Sh3bp4
SH3BP4	Macc1
SH3BP5	Sh3bp5
SH3BP5L	Sh3bp5l
SH3D19	Sh3d19
SH3D21	Sh3d21
SH3GL1	Sh3gl1
SH3GL1	Sh3gl2
SH3GL1	Sh3gl3
SH3GL2	Sh3gl2
SH3GL2	Sh3gl1
SH3GL2	Sh3gl3
SH3GL3	Sh3gl3
SH3GL3	Sh3gl2
SH3GL3	Sh3gl1
SH3GLB1	Sh3glb1
SH3GLB2	Sh3glb2
SH3KBP1	Sh3kbp1
SH3PXD2A	Sh3pxd2a
SH3PXD2B	Sh3pxd2b
SH3RF1	Sh3rf1
SH3RF2	Sh3rf2
SH3RF3	Sh3rf3
SH3TC1	Sh3tc1
SH3TC1	Sh3tc2
SH3TC2	Sh3tc2
SH3TC2	Sh3tc1
SH3YL1	Sh3yl1
SHANK1	Shank1
SHANK1	Shank2
SHANK1	Shank3
SHANK2	Shank2
SHANK2	Shank1
SHANK2	Shank3
SHANK3	Shank3
SHANK3	Shank2
SHANK3	Shank1
SHARPIN	Sharpin
SHB	Shb
SHB	Shd
SHBG	Shbg
SHC1	Shc1
SHC2	Shc2
SHC3	Shc3
SHC4	Shc4
SHCBP1	Shcbp1
SHCBP1L	Shcbp1l
SHD	Shd
SHD	Shb
SHE	She
SHF	Shf
SHFL	Shfl
SHH	Shh
SHH	Dhh
SHH	Ihh
SHISA2	Shisa2
SHISA3	Shisa3
SHISA4	Shisa4
SHISA5	Shisa5
SHISA6	Shisa6
SHISA7	Shisa7
SHISA8	Shisa8
SHISA9	Shisa9
SHISA9	Shisa8
SHISAL1	Shisal1
SHISAL2A	Shisal2a
SHISAL2B	Shisal2b
SHKBP1	Shkbp1
SHKBP1	Kctd3
SHLD1	Shld1
SHLD2	Shld2
SHLD3	Shld3
SHMT1	Shmt1
SHMT1	Shmt2
SHMT2	Shmt2
SHMT2	Shmt1
SHOC1	Shoc1
SHOC2	Shoc2
SHOX2	Shox2
SHPK	Shpk
SHPRH	Shprh
SHQ1	Shq1
SHROOM1	Shroom1
SHROOM2	Shroom2
SHROOM3	Shroom3
SHROOM4	Shroom4
SHTN1	Shtn1
SHTN1	Specc1l
SHTN1	Pmfbp1
SI	Sis
SI	Mgam
SI	Gaa
SIAE	Siae
SIAH1	Siah1a
SIAH1	Siah1b
SIAH2	Siah2
SIAH3	Siah3
SIDT1	Sidt1
SIDT1	Sidt2
SIDT2	Sidt2
SIDT2	Sidt1
SIGIRR	Sigirr
SIGLEC1	Siglec1
SIGLEC1	4931406B18Rik
SIGLEC10	Siglecg
SIGLEC11	Siglecg
SIGLEC12	Siglece
SIGLEC14	Siglecf
SIGLEC15	Siglec15
SIGLEC16	Siglecg
SIGLEC5	Siglecf
SIGLEC6	Siglecf
SIGLEC6	Cd33
SIGLEC6	Siglech
SIGLEC7	Siglece
SIGLEC8	Siglece
SIGLEC8	Siglecf
SIGLEC9	Siglece
SIGLECL1	4931406B18Rik
SIGLECL1	Siglecl1
SIGMAR1	Sigmar1
SIK1	Sik1
SIK1	Sik2
SIK1B	Sik1
SIK1B	Sik2
SIK2	Sik2
SIK2	Sik1
SIK3	Sik3
SIKE1	Sike1
SIL1	Sil1
SILC1	Gm9866
SIM1	Sim1
SIM1	Sim2
SIM2	Sim2
SIM2	Sim1
SIMC1	Simc1
SIN3A	Sin3a
SIN3A	Sin3b
SIN3B	Sin3b
SIN3B	Sin3a
SINHCAF	Sinhcaf
SIPA1	Sipa1
SIPA1	Sipa1l3
SIPA1	Sipa1l1
SIPA1	Sipa1l2
SIPA1L1	Sipa1l1
SIPA1L1	Sipa1
SIPA1L1	Sipa1l3
SIPA1L1	Sipa1l2
SIPA1L2	Sipa1l2
SIPA1L2	Sipa1
SIPA1L2	Sipa1l1
SIPA1L3	Sipa1l3
SIPA1L3	Sipa1
SIPA1L3	Sipa1l1
SIPA1L3	Sipa1l2
SIRPA	Sirpa
SIRPA	Sirpb1a
SIRPA	Sirpb1b
SIRPA	Sirpb1c
SIRPA	Gm5150
SIRPA	Gm9733
SIRPB1	Sirpb1a
SIRPB1	Sirpb1b
SIRPB1	Sirpb1c
SIRPB1	Sirpa
SIRPB1	Gm5150
SIRPB1	Gm9733
SIRPB2	F830045P16Rik
SIRPB2	Gm9733
SIRPD	Gm9733
SIRPG	Sirpb1b
SIRPG	Sirpa
SIRPG	Sirpb1a
SIRPG	Sirpb1c
SIRPG	Gm5150
SIRPG	Gm9733
SIRT1	Sirt1
SIRT2	Sirt2
SIRT3	Sirt3
SIRT4	Sirt4
SIRT5	Sirt5
SIRT6	Sirt6
SIRT7	Sirt7
SIT1	Sit1
SIVA1	Siva1
SIVA1	Gm16380
SIX1	Six1
SIX1	Six2
SIX2	Six2
SIX2	Six1
SIX3	Six3
SIX3	Six6
SIX4	Six4
SIX5	Six5
SIX6	Six6
SIX6	Six3
SKA1	Ska1
SKA2	Ska2
SKA3	Ska3
SKAP1	Skap1
SKAP2	Skap2
SKI	Ski
SKIDA1	Skida1
SKIL	Skil
SKINT1L	Skint1
SKIV2L	Skiv2l
SKOR1	Skor1
SKOR2	Skor2
SKP1	Skp1
SKP2	Skp2
SLA	Sla
SLA2	Sla2
SLAIN1	Slain1
SLAIN2	Slain2
SLAMF1	Slamf1
SLAMF6	Slamf6
SLAMF7	Slamf7
SLAMF8	Slamf8
SLAMF9	Slamf9
SLBP	Slbp
SLC10A1	Slc10a1
SLC10A2	Slc10a2
SLC10A3	Slc10a3
SLC10A4	Slc10a4
SLC10A4	Slc10a4-ps
SLC10A5	Slc10a5
SLC10A6	Slc10a6
SLC10A7	Slc10a7
SLC11A1	Slc11a1
SLC11A1	Slc11a2
SLC11A2	Slc11a2
SLC11A2	Slc11a1
SLC12A1	Slc12a1
SLC12A1	Slc12a2
SLC12A1	Slc12a3
SLC12A2	Slc12a2
SLC12A2	Slc12a1
SLC12A2	Slc12a3
SLC12A3	Slc12a3
SLC12A3	Slc12a2
SLC12A3	Slc12a1
SLC12A4	Slc12a4
SLC12A4	Slc12a7
SLC12A4	Slc12a5
SLC12A4	Slc12a6
SLC12A4	Gm21985
SLC12A5	Slc12a5
SLC12A5	Slc12a4
SLC12A5	Slc12a7
SLC12A5	Slc12a6
SLC12A5	Gm21985
SLC12A6	Slc12a6
SLC12A6	Gm21985
SLC12A6	Slc12a4
SLC12A6	Slc12a7
SLC12A6	Slc12a5
SLC12A6	Gm21985
SLC12A7	Slc12a7
SLC12A7	Slc12a4
SLC12A7	Slc12a5
SLC12A7	Slc12a6
SLC12A7	Gm21985
SLC12A8	Slc12a8
SLC12A9	Slc12a9
SLC13A1	Slc13a1
SLC13A2	Slc13a2
SLC13A3	Slc13a3
SLC13A4	Slc13a4
SLC13A5	Slc13a5
SLC14A1	Slc14a1
SLC14A2	Slc14a2
SLC15A1	Slc15a1
SLC15A1	Slc15a2
SLC15A2	Slc15a2
SLC15A2	Slc15a1
SLC15A3	Slc15a3
SLC15A3	Slc15a4
SLC15A4	Slc15a4
SLC15A4	Slc15a3
SLC15A5	Slc15a5
SLC16A1	Slc16a1
SLC16A10	Slc16a10
SLC16A11	Slc16a11
SLC16A12	Slc16a12
SLC16A13	Slc16a13
SLC16A14	Slc16a14
SLC16A2	Slc16a2
SLC16A3	Slc16a3
SLC16A3	Slc16a8
SLC16A4	Slc16a4
SLC16A5	Slc16a5
SLC16A6	Slc16a6
SLC16A7	Slc16a7
SLC16A8	Slc16a8
SLC16A8	Slc16a3
SLC16A9	Slc16a9
SLC17A1	Slc17a1
SLC17A2	Slc17a2
SLC17A2	Slc17a3
SLC17A2	Slc17a4
SLC17A3	Slc17a3
SLC17A3	Slc17a4
SLC17A3	Slc17a2
SLC17A4	Slc17a4
SLC17A5	Slc17a5
SLC17A6	Slc17a6
SLC17A6	Slc17a7
SLC17A6	Slc17a8
SLC17A7	Slc17a7
SLC17A7	Slc17a6
SLC17A7	Slc17a8
SLC17A8	Slc17a8
SLC17A8	Slc17a7
SLC17A8	Slc17a6
SLC17A9	Slc17a9
SLC18A1	Slc18a1
SLC18A2	Slc18a2
SLC18A3	Slc18a3
SLC18B1	Slc18b1
SLC19A1	Slc19a1
SLC19A1	Slc19a2
SLC19A2	Slc19a2
SLC19A2	Slc19a1
SLC19A3	Slc19a3
SLC1A1	Slc1a1
SLC1A2	Slc1a2
SLC1A3	Slc1a3
SLC1A3	Slc1a6
SLC1A4	Slc1a4
SLC1A5	Slc1a5
SLC1A6	Slc1a6
SLC1A6	Slc1a3
SLC1A7	Slc1a7
SLC20A1	Slc20a1
SLC20A1	Slc20a2
SLC20A2	Slc20a2
SLC20A2	Slc20a1
SLC22A1	Slc22a1
SLC22A1	Slc22a2
SLC22A10	Slc22a26
SLC22A10	Slc22a30
SLC22A10	Slc22a19
SLC22A10	Slc22a27
SLC22A10	Slc22a29
SLC22A10	Slc22a28
SLC22A10	Slc22a22
SLC22A11	Slc22a12
SLC22A12	Slc22a12
SLC22A13	Slc22a13
SLC22A13	Slc22a13b
SLC22A13	Slc22a14
SLC22A14	Slc22a14
SLC22A14	Slc22a13
SLC22A15	Slc22a15
SLC22A16	Slc22a16
SLC22A17	Slc22a17
SLC22A18	Slc22a18
SLC22A2	Slc22a2
SLC22A2	Slc22a1
SLC22A20P	Slc22a20
SLC22A23	Slc22a23
SLC22A24	Slc22a19
SLC22A24	Slc22a29
SLC22A24	Slc22a26
SLC22A24	Slc22a30
SLC22A24	Slc22a27
SLC22A24	Slc22a28
SLC22A24	Slc22a22
SLC22A25	Slc22a30
SLC22A25	Slc22a27
SLC22A25	Slc22a29
SLC22A25	Slc22a26
SLC22A25	Slc22a19
SLC22A25	Slc22a28
SLC22A25	Slc22a22
SLC22A3	Slc22a3
SLC22A4	Slc22a4
SLC22A4	Slc22a5
SLC22A4	Slc22a21
SLC22A5	Slc22a5
SLC22A5	Slc22a21
SLC22A5	Slc22a4
SLC22A6	Slc22a6
SLC22A7	Slc22a7
SLC22A8	Slc22a8
SLC22A9	Slc22a26
SLC22A9	Slc22a30
SLC22A9	Slc22a19
SLC22A9	Slc22a27
SLC22A9	Slc22a29
SLC22A9	Slc22a28
SLC22A9	Slc22a22
SLC23A1	Slc23a1
SLC23A1	Slc23a2
SLC23A2	Slc23a2
SLC23A2	Slc23a1
SLC23A3	Slc23a3
SLC23A4P	Slc23a4
SLC24A1	Slc24a1
SLC24A1	Slc24a2
SLC24A2	Slc24a2
SLC24A2	Slc24a1
SLC24A3	Slc24a3
SLC24A3	Slc24a4
SLC24A4	Slc24a4
SLC24A4	Slc24a3
SLC24A5	Slc24a5
SLC25A1	Slc25a1
SLC25A10	Slc25a10
SLC25A11	Slc25a11
SLC25A12	Slc25a12
SLC25A12	Slc25a13
SLC25A13	Slc25a13
SLC25A13	Slc25a12
SLC25A14	Slc25a14
SLC25A14	Slc25a30
SLC25A15	Slc25a15
SLC25A15	Slc25a2
SLC25A16	Slc25a16
SLC25A17	Slc25a17
SLC25A18	Slc25a18
SLC25A18	Slc25a22
SLC25A19	Slc25a19
SLC25A2	Slc25a2
SLC25A2	Slc25a15
SLC25A20	Slc25a20
SLC25A21	Slc25a21
SLC25A22	Slc25a22
SLC25A22	Slc25a18
SLC25A23	Slc25a23
SLC25A23	Slc25a25
SLC25A24	Slc25a24
SLC25A24	Slc25a54
SLC25A24	Slc25a23
SLC25A24	Slc25a25
SLC25A25	Slc25a25
SLC25A25	Slc25a23
SLC25A25	Slc25a24
SLC25A26	Slc25a26
SLC25A27	Slc25a27
SLC25A28	Slc25a28
SLC25A29	Slc25a29
SLC25A3	Slc25a3
SLC25A30	Slc25a30
SLC25A30	Slc25a14
SLC25A31	Slc25a31
SLC25A32	Slc25a32
SLC25A33	Slc25a33
SLC25A33	Slc25a36
SLC25A34	Slc25a34
SLC25A35	Slc25a35
SLC25A36	Slc25a36
SLC25A36	Slc25a33
SLC25A37	Slc25a37
SLC25A37	Gm16867
SLC25A38	Slc25a38
SLC25A39	Slc25a39
SLC25A4	Slc25a4
SLC25A4	Slc25a5
SLC25A40	Slc25a40
SLC25A41	Slc25a41
SLC25A42	Slc25a42
SLC25A43	Slc25a43
SLC25A44	Slc25a44
SLC25A45	Slc25a45
SLC25A46	Slc25a46
SLC25A47	Slc25a47
SLC25A48	Slc25a48
SLC25A5	Slc25a5
SLC25A5	Slc25a4
SLC25A51	Slc25a51
SLC25A52	Slc25a51
SLC25A53	Slc25a53
SLC25A6	Slc25a4
SLC25A6	Slc25a5
SLC26A1	Slc26a1
SLC26A1	Slc26a2
SLC26A10	Slc26a10
SLC26A11	Slc26a11
SLC26A2	Slc26a2
SLC26A2	Slc26a1
SLC26A3	Slc26a3
SLC26A3	Slc26a4
SLC26A4	Slc26a4
SLC26A4	Slc26a3
SLC26A5	Slc26a5
SLC26A6	Slc26a6
SLC26A7	Slc26a7
SLC26A8	Slc26a8
SLC26A9	Slc26a9
SLC27A1	Slc27a1
SLC27A1	Slc27a4
SLC27A2	Slc27a2
SLC27A2	Slc27a6
SLC27A3	Slc27a3
SLC27A4	Slc27a4
SLC27A4	Slc27a1
SLC27A5	Slc27a5
SLC27A6	Slc27a6
SLC27A6	Slc27a2
SLC28A1	Slc28a1
SLC28A1	Slc28a2
SLC28A1	Slc28a2b
SLC28A2	Slc28a2
SLC28A2	Slc28a2b
SLC28A2	Slc28a1
SLC28A3	Slc28a3
SLC29A1	Slc29a1
SLC29A2	Slc29a2
SLC29A3	Slc29a3
SLC29A4	Slc29a4
SLC2A1	Slc2a1
SLC2A1	Slc2a3
SLC2A1	Slc2a4
SLC2A10	Slc2a10
SLC2A12	Slc2a12
SLC2A13	Slc2a13
SLC2A14	Slc2a3
SLC2A14	Slc2a1
SLC2A2	Slc2a2
SLC2A3	Slc2a3
SLC2A3	Slc2a1
SLC2A4	Slc2a4
SLC2A4	Slc2a1
SLC2A5	Slc2a5
SLC2A5	Slc2a7
SLC2A6	Slc2a6
SLC2A7	Slc2a7
SLC2A7	Slc2a5
SLC2A8	Slc2a8
SLC2A9	Slc2a9
SLC30A1	Slc30a1
SLC30A10	Slc30a10
SLC30A2	Slc30a2
SLC30A3	Slc30a3
SLC30A4	Slc30a4
SLC30A5	Slc30a5
SLC30A6	Slc30a6
SLC30A7	Slc30a7
SLC30A8	Slc30a8
SLC30A9	Slc30a9
SLC31A1	Slc31a1
SLC31A2	Slc31a2
SLC32A1	Slc32a1
SLC33A1	Slc33a1
SLC34A1	Slc34a1
SLC34A1	Slc34a2
SLC34A2	Slc34a2
SLC34A2	Slc34a1
SLC34A3	Slc34a3
SLC35A1	Slc35a1
SLC35A2	Slc35a2
SLC35A3	Slc35a3
SLC35A4	Slc35a4
SLC35A5	Slc35a5
SLC35B1	Slc35b1
SLC35B1	Slc35b3
SLC35B2	Slc35b2
SLC35B3	Slc35b3
SLC35B4	Slc35b4
SLC35C1	Slc35c1
SLC35C2	Slc35c2
SLC35D1	Slc35d1
SLC35D1	Slc35d2
SLC35D2	Slc35d2
SLC35D2	Slc35d1
SLC35D3	Slc35d3
SLC35E1	Slc35e1
SLC35E2A	Slc35e2
SLC35E2B	Slc35e2
SLC35E3	Slc35e3
SLC35E4	Slc35e4
SLC35F1	Slc35f1
SLC35F1	Slc35f2
SLC35F2	Slc35f2
SLC35F2	Slc35f1
SLC35F3	Slc35f3
SLC35F3	Slc35f4
SLC35F4	Slc35f4
SLC35F4	Slc35f3
SLC35F5	Slc35f5
SLC35F6	Slc35f6
SLC35G1	Slc35g1
SLC35G2	Slc35g2
SLC35G3	Slc35g3
SLC35G4	Slc35g3
SLC35G5	Slc35g3
SLC35G6	Slc35g3
SLC36A1	Slc36a1
SLC36A1	Slc36a2
SLC36A1	Slc36a4
SLC36A1	Slc36a3
SLC36A2	Slc36a2
SLC36A2	Slc36a1
SLC36A2	Slc36a4
SLC36A2	Slc36a3
SLC36A3	Slc36a3
SLC36A3	Slc36a2
SLC36A3	Slc36a4
SLC36A3	Slc36a1
SLC36A4	Slc36a4
SLC36A4	Slc36a2
SLC36A4	Slc36a1
SLC36A4	Slc36a3
SLC37A1	Slc37a1
SLC37A1	Slc37a2
SLC37A2	Slc37a2
SLC37A2	Slc37a1
SLC37A3	Slc37a3
SLC37A4	Slc37a4
SLC38A1	Slc38a1
SLC38A10	Slc38a10
SLC38A11	Slc38a11
SLC38A2	Slc38a2
SLC38A3	Slc38a3
SLC38A4	Slc38a4
SLC38A5	Slc38a5
SLC38A6	Slc38a6
SLC38A7	Slc38a7
SLC38A8	Slc38a8
SLC38A9	Slc38a9
SLC39A1	Slc39a1
SLC39A10	Slc39a10
